id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
rec9lGUokcQqVECPb,Purposelycrafted.Co,Supplies,Supplies,,online,We sell school supplies and small electronics.,,,,,,,True,,Supplies: School Supplies; Supplies: Technology,,,,,,,,,10572 Trestlewood St,Boise,ID,83709,Ada County,,43.5389111,-116.3141018,https://purposelycrafted.co/index.html,(208) 971-7714,heather@purposelycrafted.co,,,,,,,
rec9lJ1mbhtPcBlTp,First Class Child Development Center 3,Schools,Schools,Private School,local,"First Class CDC is a licensed child care center that is locally owned and operated in south Austin and Buda, Texas. Our philosophy is achieved through a warm and caring atmosphere which promotes creativity and growth. We provide educational activities that include: social & emotional, literacy, math, science, cognitive, and physical domains that lead to problem solving and skill building. 

We encourage happiness and provide challenging opportunities: opportunities to be creative and opportunities to develop skills to prepare children for daily growth.

We believe early childhood education is critical to child development. Experiences gained in early childhood education set the stage for a child's future. Our teachers have extensive experience with children and actively participate in early childhood education programs.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1901 National Park Blvd,Austin,TX,78747,Travis County,Austin Area,30.1545501,-97.7890013,https://www.firstclasscdc.com,+15122921901,info@firstclasscdc.com,12260,16650,1,1,1,18,1
rec9lNb2MY13R7V3k,Brushy Creek Learning Center Dba Children's Lighthouse,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2501 Brushy Creek Rd,Cedar Park,TX,78613,Williamson County,Austin Area,30.5076506,-97.78038319999999,https://childrenslighthouse.com/brushycreek,(512) 456-7823,nattia@childrenslighthouse.com,,,,,,,
rec9mVgsDi2KAJ4Iq,The Rock Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,8235 Vicar,San Antonio,TX,78218,Bexar County,San Antonio Area,29.5132647,-98.40861369999999,https://myrockhq.com/rockacademy,(210) 771-2081,plduhart@myrockhq.com,,,,,,,
rec9nxtPLlyO2e8Py,Inspiring Little Minds Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1200 Martin Luther King Jr Blvd,Killeen,TX,76543,Bell County,Central Texas,31.0967813,-97.6943628,,(254) 462-7233,inspiringlittlemindslc@gmail.com,,,,,,,
rec9pJqUOFc5OMOHZ,First Baptist Academy Of Baytown,Schools,Schools,Private School,local,"First Baptist Academy's goal is to build a strong foundation in each student through excellence in education and Biblical Ideology.
We are expanding to 9th grade in the 2026/2027 school year.",,,,,,,True,,,0,8,False,True,True,False,Grades K–8,EFA-Eligible,505 Rollingbrook,Baytown,TX,77521,Harris County,Houston Area,29.7600185,-94.96722489999999,https://fbabaytown.org,+12814202740,ROBIN@FBCBAYTOWN.ORG,6500,7500,0.97,0.9800000000000001,0.99,10,0.97
rec9pKOYqiZvKYEek,Angelo Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,2315 S A & M Ave,San Angelo,TX,76904,Tom Green County,West Texas,31.4368601,-100.4753992,https://www.angelocatholic.org,(325) 949-1747,emata@angelocatholicschool.org,,,,,,,
rec9ppqhZtHOCxE9N,Star Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,706 Ridgewood Dr,Port Neches,TX,77651,Jefferson County,East Texas,29.9630699,-93.9690047,,(409) 729-7827,erin8103@yahoo.com,,,,,,,
rec9q7XZDbTQhAPA7,All Nations Community School,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,27420 Robinson Rd,Oak Ridge North,TX,77385,Montgomery County,Houston Area,30.1562735,-95.4383289,https://www.allnationscs.org,(832) 510-8311,ccallaway@allnationscs.org,,,,,,,
rec9qhT8z8ks7hRLm,Horizon Leadership Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,"9301 W Belfort Ave, Building F",Houston,TX,77031,Harris County,Houston Area,29.654729,-95.5463068,https://www.horizonleadershipacademy.org,(832) 543-8008,mkaya@myhla.org,,,,,,,
rec9rGkDowpsXV0vO,School In The Hills - River Place,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,"10819 Ranch Rd, Unit 2222",Austin,TX,78730,Travis County,Austin Area,30.1992088,-97.8276758,https://www.schoolinthehills.com,(512) 266-6160,info@schoolinthehills.com,,,,,,,
rec9sphtrQx9SmPqz,Little Bright Sproutz Bilingual Center,Schools,Schools,Private School,local,"At our childcare center, we provide a safe, nurturing, and engaging environment where children learn through play and hands-on experiences. We focus on social-emotional growth, early learning foundations, and helping each child build confidence at their own pace. Our goal is to partner with families to support happy, curious, and well-prepared learners.",,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,15919 Old Richmond Rd,Sugarland,TX,77498,Fort Bend County,Houston Area,29.66263459999999,-95.6573847,,+13463733326,littlebrightsproutzllc@gmail.com,10400,15000,1,1,1,8,1
recA0z0KXL5Dl08Sp,Joy Holistic Education,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,22864 Cielo Vis,San Antonio,TX,78255,Bexar County,San Antonio Area,29.6552898,-98.64184970000001,https://www.joyholisticedu.com,(210) 883-4032,creator@joyholisticedu.com,,,,,,,
recA18xhiPfluocox,Paloma Delallata,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,7919 Expectation Dr,San Antonio,TX,78254,Bexar County,San Antonio Area,29.5136514,-98.71743099999999,,(254) 681-8844,palomadelallata@yahoo.com,,,,,,,
recA1kpuXD6E43OXX,Little Tyke Brentwood,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6913 Brentwood Stair Rd,Fort Worth,TX,76112,Tarrant County,Dallas-Fort Worth,32.7549493,-97.2108257,https://littletykechildcare.com,(817) 788-1884,dfps71@littletykechildcare.com,,,,,,,
recA2IArF7C3jaMS3,Acton Leadership Academy Champions/Klein,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,4820 Strack Rd,Houston,TX,77069,Harris County,Houston Area,30.0013594,-95.5159798,https://www.actonleaders.com,(208) 680-8052,michelle@actonwoodlands.org,,,,,,,
recA3ahBHjK3tIsFK,Ywca Transmountain Early Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"9570 Gateway North Blvd, # 1805",El Paso,TX,79924,El Paso County,El Paso Area,31.8875961,-106.4383787,https://www.ywcaelpaso.org,(915) 831-5832,d.yellock@ywcaelpaso.org,,,,,,,
recA3bLkc8OO1UhcD,Applebee Montessori,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1770 N Stonebridge Dr,Mckinney,TX,75071,Collin County,Dallas-Fort Worth,33.216713,-96.71974589999999,https://www.applebeemonessori.com,(469) 714-9255,info@applebeemontessori.com,,,,,,,
recA4M97ZeyVkADpb,Kids 'R' Kids Of Lawler Farm,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,7040 Independence Pkwy,Frisco,TX,75035,Collin County,Dallas-Fort Worth,33.1354941,-96.7493906,https://www.kidsrkids.com/lawler-farm,(469) 888-4700,info@kidsrkidslawlerfarm.com,,,,,,,
recAAdM0wwY3RtTu8,Imagine Nation Center Of Learning,Schools,Schools,Private School,local,"At Imagine Nation Learning Center, our Pre-K 3 and Pre-K 4 programs focus on kindergarten readiness through hands-on learning, structured routines, and supportive teacher-child relationships. We nurture curiosity, confidence, and foundational skills that set children up for lifelong success.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4815 Arborgate Dr,Arlington,TX,76017,Tarrant County,Dallas-Fort Worth,32.6696657,-97.2018159,https://www.imaginenationcenter.com,+18175226355,enroll@imaginenationcenter.com,,,,,,,
recABnvIxsHflTUTG,The Children's Courtyard #3103,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,8701 S Hulen St,Fort Worth,TX,76123,Tarrant County,Dallas-Fort Worth,32.6148343,-97.3874829,,(817) 370-5544,3103@childrenscourtyard.com,,,,,,,
recAE3T6gfEsMYBzY,Mathnasium Of Champion Forest,Tutoring,Tutoring,,local,"Empowering K-12 Students of All Skill Levels to Excel in Math! Students come to Mathnasium for all kinds of reasons. Whether they’re behind, feeling uncertain, or ready to move ahead, we provide targeted instruction that helps them grow with confidence no matter where they start.",,,,,,,True,,Tutoring: Math,,,,,,,,,7312 Louetta Rd,Spring,TX,77379,Harris County,Houston Area,30.0223636,-95.527446,https://www.mathnasium.com/math-centers/championforest,(346) 462-5418,championforest@mathnasium.com,,,,,,,
recAFfBoSuOIyF3Kv,Kids 'R' Kids Of The Woodlands,Schools,Schools,Private School,local,"Kids 'R' Kids Learning Academy of The Woodlands is a nurturing early childhood education and care center offering accredited programs from infants through school-age, focused on developmentally appropriate learning, creative play, and building a strong foundation for future success. Many classrooms support Spanish language learning alongside core curriculum and enrichment activities, helping children grow academically and culturally",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,320 Valley Wood Dr,Spring,TX,77380,Montgomery County,Houston Area,30.13565089999999,-95.4485761,https://kidsrkids.com/the-woodlands,+12819320631,regionaldirector@kidsrkidsgreatwood.com,8320,18000,,,,,
recAFumTbTw8hpBk2,Children's Reading College Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6114 Jan Dr,Rosharon,TX,77583,Brazoria County,Houston Area,29.4967428,-95.4420062,,(281) 658-7212,childrensreadingcollege@yahoo.com,,,,,,,
recAGqtY8DSiJQo7U,Kathy's Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4521 Jewel St,Houston,TX,77026,Harris County,Houston Area,29.7904742,-95.32415929999999,,(713) 674-2926,kathye1965@sbcglobal.net,,,,,,,
recAH5CtLnRuRobhE,Learningrx San Antonio Northeast,Tutoring,Tutoring,,local,"LearningRx is a cognitive training center dedicated to improving the brain’s core learning and thinking skills. Using a unique, research-backed approach, we provide individualized, one-on-one brain training that strengthens the cognitive abilities responsible for how quickly and effectively a person learns—skills like attention, memory, auditory and visual processing, processing speed, and logical reasoning. Our programs are designed for children who want to learn more easily and perform better in school, work, and everyday life. Whether a student is struggling with reading, math, comprehension, attention, or homework. LearningRx focuses on the root of the problem rather than compensating for it. Our goal is to help students become stronger, more confident, and more independent learners across all academic subjects.",,,,,,,True,,Tutoring: Neurodivergent-Focused; Tutoring: Math; Tutoring: English/Language Arts,,,,,,,,,700 E Sonterra Blvd,San Antonio,TX,78258,Bexar County,San Antonio Area,29.6142783,-98.4841466,https://learningrx.com/san-antonio-northeast,(210) 454-6161,gcruz@learningrx.net,,,,,,,
recAJYJBF3I2Hy6qQ,The Tutoring Center Carrollton,Tutoring,Tutoring,,local,"One-on-one tutoring with customized curriculum in Reading, Writing, and Math for all levels of school age students, Kindergarten through 12th grade.",,,,,,,True,,Tutoring: Neurodivergent-Focused; Tutoring: Math; Tutoring: English/Language Arts,,,,,,,,,1025 W Hebron Pkwy,Carrollton,TX,75010,Denton County,Dallas-Fort Worth,33.018923,-96.9170894,https://www.tutoringcenter.com,(214) 455-6659,ancywalsh@gmail.com,,,,,,,
recAM6830Yk0Xfbed,Kids R Kids No. 4 TX,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,10708 Ranchstone Dr,Houston,TX,77064,Harris County,Houston Area,29.857404,-95.606482,https://www.krkjerseyvillage.com,(281) 807-0999,yelitza@krkjerseyvillage.com,,,,,,,
recAMPAMrNRlQrkkU,Ready Set Jump Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7200 John T White Rd,Fort Worth,TX,76120,Tarrant County,Dallas-Fort Worth,32.7652454,-97.20052299999999,,(817) 851-1749,readysetjumplearningcenter@gmail.com,,,,,,,
recANV8oYYpKDlJtJ,Tlc Kids Way,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,3301 Tlc Way,San Angelo,TX,76901,Tom Green County,West Texas,31.45055,-100.484344,,(325) 716-9196,megan.faught@tlcfamily.com,,,,,,,
recAOlEjvjaM3EsNy,Primrose School Of Kingwood At Oakhurst,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,19514 Northpark Dr,Kingwood,TX,77339,Harris County,Houston Area,30.070622985703,-95.249907837289,https://www.primrosekingwood-oakhurst.com,(281) 312-1150,aschoel@primrosekingwood-oakhurst.com,,,,,,,
recAPLD3CBvW3QSDk,Grace Place,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4225 Mcknight Rd,Texarkana,TX,75503,Bowie County,East Texas,33.4642384,-94.09601339999999,,(903) 223-6388,thegraceplacecdc@gmail.com,,,,,,,
recAPNfJNeJwWKWCR,Because We Care Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,969 Marlandwood Rd,Temple,TX,76502,Bell County,Central Texas,31.0615908,-97.36406249999999,,(254) 630-2214,sheenataylor33@yahoo.com,,,,,,,
recASgCQccNJLG3sY,Primrose School Of Frisco At Independence,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,14477 Lebanon Rd,Frisco,TX,75035,Collin County,Dallas-Fort Worth,33.1224811,-96.7516169,https://www.primroseschools.com/schools/frisco-independence,(972) 987-5213,jambrose@konradschools.com,,,,,,,
recATFpSonibclyND,Colonial Hills Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5247 Vance Jackson Rd,San Antonio,TX,78230,Bexar County,San Antonio Area,29.52744544,-98.5405531900398,https://www.chumccdc.com,(210) 349-9583,cdc@chumc.org,,,,,,,
recAWcSyREtyfzhDP,Alpine Christian School,Schools,Schools,Private School,local,"Alpine Christian School uses proven classical educational techniques based on a Biblical worldview to teach the foundations of logical thinking, elegant speech, and persuasive writing.  We believe that the imparting of wisdom goes far beyond the assimilation of facts, to the teaching of values, decision making, and critical thinking.  Classical Christian Education is an education model based on the Trivium that tailors subject matter to the child's academic development. The Trivium is composed of:

Grammar: emphasizes memorization and comprehension of facts in all subjects
Logic: encourages analysis and deep understanding of subject matter
Rhetoric: encourages abstract thinking about subject matter, including writing and speaking",,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1901 Loop Dr,Alpine,TX,79830,Brewster County,West Texas,30.3805673,-103.656961,https://alpinechristianschool.com,(432) 837-5757,ghicks@alpinechristianschool.com,4400,7800,0.85,0.9800000000000001,0.99,8,0.85
recAWqqojKrqQAKhH,Mighty B Learning,Schools,Schools,Private School,online,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,4516 Azure Pl,San Antonio,TX,78223,Bexar County,San Antonio Area,29.284445,-98.40280369999999,https://mightyblearning.com,(817) 690-1194,mightyblearning@gmail.com,,,,,,,
recAWufq2ouSvvmnB,Bethel Adventist Church School,Schools,Schools,Private School,local,,,,,,,,True,,,0,8,False,True,True,False,Grades K–8,EFA-Eligible,489 S Kings Hwy,Texarkana,TX,75501,Bowie County,East Texas,33.4099295,-94.11879859999999,https://www.bethel-tx.org/about,(903) 838-4215,betheladventistchurchschool@gmail.com,,,,,,,
recAXiK1iOBavxdaN,First Baptist Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1401 Pat Booker Rd,Universal City,TX,78148,Bexar County,San Antonio Area,29.5506347,-98.3014402,https://www.fbauc.org,(210) 658-5331,cpovolish@fbauc.org,,,,,,,
